"ap_position","mean_total","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25"
"length_rss20_8","-46.5","-4.85","-4.19","-3.46","-3.29","-4.12","-3.31","-2.91","-3.84","-5.35","-4.32","-2.18","-1.44","-0.7","2.64","5.76","5.89","3.55","1.0","0.55","2.44","1.92","4.55","6.97","5.14","2.48"
"length_rss20_9","-56.54","-5.16","-5.08","-6.02","-8.21","-9.57","-8.71","-6.64","-4.85","-5.63","-6.97","-5.57","-3.15","-2.88","-3.87","-3.42","-2.13","-0.13","3.92","7.29","12.72","14.03","12.54","11.74","10.73","11.36"
"length_rss20_10","-42.29","1.58","2.69","3.78","3.95","3.1","1.84","0.73","0.37","0.53","0.83","1.75","1.18","-0.91","-1.48","-0.83","-1.27","-0.88","-0.54","-1.21","-2.4","-2.43","-2.78","-3.08","-2.16","-2.92"
"length_rss20_11","-30.88","5.13","3.22","1.67","0.42","-0.8","-1.67","-2.07","-1.91","-1.6","-0.8","0.66","1.85","3.63","3.46","0.37","-3.3","-4.96","-5.2","-4.13","-2.86","-1.27","0.05","1.71","3.17","4.69"
"length_rss20_12","-36.55","3.66","2.26","0.16","-0.35","-1.38","-2.44","-2.7","-3.01","-3.34","-3.4","-3.35","-2.49","-2.33","-2.48","-2.21","-2.05","-0.23","1.87","2.7","2.97","3.15","4.11","3.69","3.26","2.42"
"length_rss20_13","-41.11","-1.57","-1.53","-2.01","-2.53","-2.24","-2.8","-3.1","-1.89","-1.63","-0.89","-0.39","-0.28","-0.03","-0.07","1.16","1.05","0.96","0.84","0.9","1.29","0.96","2.25","3.32","3.28","3.86"
"length_rss20_14","-34.28","2.09","1.46","0.82","0.57","0.29","-0.24","-0.62","-0.32","-0.42","-0.68","-1.11","-1.34","-1.53","-1.77","-1.93","-2.22","-2.31","-1.27","-0.73","0.2","0.84","1.01","1.83","2.61","3.37"
"length_rss20_15","-53.23","-1.73","-3.13","-5.41","-5.04","-4.15","-1.74","-0.83","-0.16","2.05","2.2","1.47","-0.44","0.75","2.29","1.86","1.75","2.36","1.47","0.01","-2.3","-2.35","-0.84","-0.43","4.37","6.78"
"length_rss20_16","-55.38","3.06","1.39","-2.63","-3.97","-2.68","-2.49","-2.22","-1.68","-0.44","-0.26","-0.07","1.53","1.56","0.25","-0.36","-1.11","-0.42","1.56","3.41","3.02","3.43","1.88","-0.14","-1.91","-2.14"
"length_rss20_17","-54.18","3.94","3.19","2.82","1.96","1.08","0.34","1.07","2.92","5.17","6.68","3.79","-0.3","-3.82","-4.85","-3.42","-0.54","1.34","-2.34","-5.38","-6.56","-5.61","-3.4","-2.15","0.52","1.24"
"length_rss20_18","-59.74","1.31","3.13","4.06","3.11","1.8","1.02","0.55","0.14","-0.07","-0.15","-0.14","-0.53","-1.01","-1.89","-1.82","-1.5","-1.15","-1.72","-2.14","-1.52","-1.18","-1.48","-1.62","-1.11","-0.75"
"length_rss20_19","-54.96","-6.77","-4.92","-2.43","-2.62","-2.93","-3.7","-3.71","-2.35","-0.34","0.36","-0.97","-0.4","-0.28","0.68","0.95","2.01","3.12","3.14","2.26","3.02","3.09","2.42","2.72","3.4","3.45"
"length_rss20_20","-73.34","-14.69","-11.73","-8.52","-6.49","-4.09","-3.71","-3.37","-0.11","2.35","0.17","0.15","1.92","2.48","2.15","2.41","2.69","4.3","4.0","4.0","2.94","2.43","4.15","4.74","4.17","4.35"
"length_rss21_1","-76.39","-3.64","-1.76","-1.18","-0.96","-0.78","-1.38","-1.68","-1.42","-1.54","-0.4","0.8","0.88","1.2","1.76","3.08","3.16","2.26","0.78","0.51","0.9","-0.74","-0.5","1.09","1.37","-0.32"
"length_rss21_2","-76.49","-3.79","-1.65","-1.13","-0.99","-0.51","-1.48","-2.19","-1.45","-2.08","-0.56","0.69","0.72","1.1","1.74","3.61","3.23","1.94","0.69","0.73","1.03","-1.4","-0.4","1.38","1.12","-0.31"
"length_rss21_3","-81.09","-7.0","-4.25","-1.55","-1.09","-0.68","-0.86","-1.4","-1.1","-0.49","0.56","1.6","0.78","0.46","1.19","1.77","2.98","1.04","0.7","1.02","1.36","1.61","1.62","1.05","0.06","0.13"
"length_rss21_4","-79.73","0.96","0.24","1.24","1.06","0.32","0.5","1.55","1.68","1.93","1.88","0.73","-0.17","-1.34","-2.26","-1.73","0.01","1.59","1.3","-0.45","-1.77","-2.74","-1.8","-0.62","-2.2","-2.54"
"length_rss21_5","-73.2","1.47","0.36","0.24","-0.24","-0.34","0.53","1.54","1.17","2.01","1.98","1.43","0.38","0.11","-0.07","-1.19","-2.03","-2.15","-1.85","-0.94","-1.09","-1.51","-0.98","0.53","0.88","-0.43"
"length_rss21_6","-79.58","-4.88","-2.92","-1.41","0.02","0.36","0.48","1.07","0.43","0.95","1.24","0.67","1.61","2.67","3.22","3.16","2.38","1.09","1.26","0.72","-1.47","-1.87","-1.27","-1.6","-2.79","-3.36"
"length_rss21_7","-64.09","11.9","10.75","8.98","7.91","7.52","6.73","5.89","3.58","2.69","2.85","1.46","0.61","0.28","1.45","0.93","0.12","-1.87","-3.73","-5.4","-8.52","-12.6","-11.49","-9.17","-9.64","-13.3"
"length_rss21_8","-51.76","-5.4","-8.6","-9.66","-10.16","-9.15","-3.37","2.56","6.32","5.12","3.54","3.56","3.48","4.52","4.68","3.76","2.87","-0.08","-0.54","-1.13","-1.12","0.38","0.23","0.74","2.08","2.58"
"length_rss21_9","-60.31","-2.64","-6.5","-8.51","-9.29","-7.95","-8.26","-7.88","-5.95","-3.9","-2.7","-2.25","-1.57","-0.19","-0.81","-0.46","1.76","4.27","4.5","4.05","4.58","7.15","9.65","9.74","10.68","11.96"
"length_rss21_10","-44.67","2.15","2.62","2.22","1.44","0.09","-1.47","-2.56","-2.73","-1.62","-1.01","3.34","2.56","-0.86","-1.5","-3.63","-5.31","-3.05","-1.42","0.14","0.55","0.76","0.74","1.46","2.99","0.81"
"length_rss21_11","-39.05","2.68","2.26","1.67","0.47","0.3","-0.2","0.83","0.86","-0.92","-2.0","-0.35","1.34","0.1","-1.56","-1.1","-0.44","0.41","0.39","-0.78","-0.28","0.42","-0.74","-1.8","-1.33","0.14"
"length_rss21_12","-34.93","6.73","8.21","7.51","6.79","6.73","5.18","3.02","2.63","1.82","-0.14","-1.04","-0.82","-0.61","-1.88","-4.08","-4.23","-3.13","-4.12","-3.66","-3.6","-4.3","-4.5","-4.35","-5.05","-5.49"
"length_rss21_13","-38.92","-7.06","-7.55","-7.27","-6.36","-3.61","-3.05","-4.37","-5.08","-4.01","-2.51","-0.77","1.83","4.66","2.31","-0.17","-1.43","-1.19","0.09","1.66","3.39","3.97","7.07","9.24","8.8","9.57"
"length_rss21_14","-36.86","5.23","5.14","5.83","5.77","6.46","6.39","4.95","3.75","3.34","2.71","1.79","0.3","-0.44","-0.7","-0.4","-2.18","-3.81","-3.82","-4.47","-4.64","-5.61","-5.88","-6.63","-7.61","-7.85"
"length_rss21_15","-58.08","-2.78","-2.62","-1.84","-1.85","-1.63","-1.95","-3.71","-2.19","-1.23","-1.56","-1.24","0.24","2.23","3.03","1.72","1.43","0.82","0.56","1.5","2.55","2.18","2.57","2.57","1.31","0.49"
"length_rss21_16","-61.6","-2.03","-0.74","1.43","1.44","0.06","-0.4","-1.3","-3.41","-3.47","0.42","1.62","0.91","-0.02","0.48","2.31","4.3","5.68","4.05","1.61","-1.26","-4.19","-4.5","-3.2","-1.52","-1.02"
"length_rss21_17","-62.22","-2.96","1.55","3.12","2.13","2.06","3.34","3.71","5.73","6.04","4.71","3.92","3.14","0.64","-1.9","-3.11","-5.72","-7.28","-5.98","-4.59","-2.74","-0.07","-1.35","-3.79","-3.74","-0.76"
"length_rss21_18","-61.17","-0.79","-0.06","-0.35","-0.83","-1.01","-1.29","-1.32","-0.97","-1.85","-1.85","-2.01","-1.82","-1.76","-1.45","-0.81","-0.6","0.11","0.66","0.98","1.12","0.88","1.06","2.02","1.89","1.4"
"length_rss21_19","-50.84","-1.79","-2.41","-2.3","-1.87","-2.29","-2.05","-1.63","-0.88","-0.65","-0.25","-0.33","-0.94","-0.16","1.27","1.78","1.06","2.18","1.83","1.72","1.95","1.47","0.7","0.41","1.55","2.12"
"length_rss21_20","-78.37","-10.23","-9.26","-11.17","-10.59","-6.8","-3.69","-1.78","-1.75","-2.31","-0.94","-1.31","-0.13","2.94","5.05","4.29","3.3","3.73","5.22","4.35","3.04","5.09","5.47","4.83","5.04","5.6"
"length_rss22_1","-76.82","0.9","1.17","1.35","1.61","2.66","2.4","0.74","-1.14","-1.86","-2.87","-3.76","-3.76","-3.53","-1.73","-0.47","-0.34","0.25","0.37","2.32","1.57","0.68","1.79","1.73","0.41","-1.63"
"length_rss22_2","-77.1","0.88","1.05","1.42","1.88","3.43","2.36","0.81","-0.98","-2.3","-3.41","-3.67","-4.11","-3.85","-1.54","-0.83","-0.01","-0.15","0.16","3.03","1.17","0.05","2.07","2.0","0.16","-2.02"
"length_rss22_3","-80.57","-3.03","0.7","1.82","0.41","-0.27","-0.11","-0.55","-1.11","0.37","0.94","-0.42","-0.89","0.11","1.05","1.93","1.47","1.61","1.28","-0.78","-0.16","-0.4","-2.42","-1.31","-0.06","-1.22"
"length_rss22_4","-77.8","2.74","2.88","1.49","1.38","0.39","0.68","1.27","0.78","0.55","1.36","1.72","1.08","0.82","0.15","-1.81","-1.25","-0.28","-1.22","-2.18","-1.87","-2.6","-2.6","-1.76","-1.1","-0.08"
"length_rss22_5","-76.48","3.12","2.36","1.78","1.24","1.11","1.69","1.98","2.35","2.68","2.28","1.54","-0.35","-2.04","-3.44","-3.94","-4.65","-5.15","-4.36","-3.63","-2.67","0.12","1.22","1.71","2.13","1.73"
"length_rss22_6","-78.88","-0.19","1.55","0.34","0.1","0.48","0.65","-0.26","-0.43","0.25","1.15","-0.87","-1.94","-1.2","0.3","1.24","0.43","0.42","1.4","1.29","0.34","0.07","-0.7","-0.63","-0.6","-3.28"
"length_rss22_7","-70.92","7.84","8.83","8.82","8.13","7.84","7.33","5.66","4.78","3.27","0.95","-0.87","-1.0","-1.86","-2.56","-2.67","-1.89","-1.57","-2.22","-3.39","-3.91","-4.73","-6.8","-7.92","-9.96","-13.09"
"length_rss22_8","-60.23","-7.73","-4.74","-3.91","-4.38","-5.94","-5.27","-3.6","-2.62","-0.37","1.1","2.09","4.12","4.16","3.61","3.02","3.42","1.93","1.23","1.93","2.23","2.88","1.98","0.75","0.75","0.97"
"length_rss22_9","-68.68","-7.19","-7.06","-6.52","-4.69","-1.21","-0.64","-2.29","-2.58","-2.71","-2.75","-4.24","-4.2","-2.58","-1.32","-0.12","-0.17","0.44","1.86","1.22","3.82","5.72","6.49","8.33","9.2","10.67"
"length_rss22_10","-49.28","2.61","0.77","0.43","1.6","-0.7","-1.87","-3.79","-1.42","2.54","2.48","1.73","0.74","-1.79","-2.55","-1.37","-0.57","-0.94","-1.24","-2.26","-1.54","-0.43","1.91","2.46","-0.31","-1.55"
"length_rss22_11","-40.36","8.36","5.8","5.03","6.54","8.11","8.63","4.81","2.41","1.41","0.61","0.48","1.13","1.51","0.11","-1.3","-1.91","-2.18","-3.23","-4.29","-5.21","-6.56","-7.42","-8.25","-8.27","-7.99"
"length_rss22_12","-34.55","2.49","1.1","-1.37","-3.0","-4.1","-4.69","-4.66","-4.55","-4.26","-3.44","-2.79","-2.41","-1.99","-1.17","-0.16","0.68","1.85","1.92","2.71","3.08","3.08","4.03","5.4","5.94","6.53"
"length_rss22_13","-47.0","-3.21","-3.11","-3.85","-3.36","-2.59","-0.67","-1.21","-1.83","-2.05","-0.54","-0.39","-0.82","0.55","1.54","-1.06","-1.03","2.09","3.16","0.89","-0.41","2.73","4.9","3.52","2.69","1.65"
"length_rss22_14","-46.2","2.46","3.87","1.23","0.51","0.96","2.04","1.07","0.49","0.42","0.28","0.05","0.85","0.75","0.41","0.14","-1.06","-0.85","-1.68","-1.74","-1.59","-1.82","-2.43","-2.61","-2.54","-2.79"
"length_rss22_15","-60.51","2.24","0.89","-0.24","2.45","1.95","-0.03","-1.88","-1.42","-1.28","0.36","1.18","1.75","2.75","1.41","0.88","-0.08","-1.72","-1.49","0.07","-0.79","-1.17","-0.92","-1.96","-3.34","-3.33"
"length_rss22_16","-64.59","-1.58","-0.51","1.14","-0.94","-3.9","-4.07","-1.78","0.15","1.0","1.73","0.11","-2.25","-1.9","0.3","2.07","0.28","-0.13","0.83","2.29","1.87","-0.91","-2.02","-1.14","2.28","5.67"
"length_rss22_17","-63.1","3.99","4.78","5.66","5.8","1.77","0.19","1.17","0.97","-0.36","-1.43","-2.83","-4.21","-5.11","-4.86","-4.36","-1.74","2.33","1.99","-1.29","-2.66","-1.61","-1.81","-1.85","-0.37","1.1"
"length_rss22_18","-65.64","1.92","1.26","0.8","0.97","1.34","0.92","0.37","0.17","-0.28","-0.49","-0.96","-1.7","-1.93","-1.84","-1.8","-1.59","-0.88","-0.83","-0.38","-0.47","-0.52","-0.91","0.43","0.98","1.75"
"length_rss22_19","-43.64","-6.36","-5.65","-5.18","-4.92","-4.79","-4.33","-3.57","-3.08","-2.45","-1.99","-0.89","-1.13","-0.9","0.06","0.65","1.31","2.29","2.62","3.37","4.18","4.55","4.52","5.96","6.16","6.58"
"length_rss22_20","-78.59","-7.86","-7.89","-7.01","-4.98","-4.05","-4.84","-5.24","-5.2","-5.32","-2.03","0.36","0.54","0.72","1.51","3.83","3.15","2.96","4.37","7.01","7.0","5.85","3.78","2.66","3.1","3.7"
"length_rss24_1","-83.57","-0.27","1.07","0.68","-0.68","-2.28","-2.88","-2.73","-3.63","-4.2","-3.95","-3.29","-2.75","-1.89","-1.42","-1.03","-1.51","-0.72","-0.37","1.0","1.08","2.0","1.86","2.59","1.78","3.82"
"length_rss24_2","-83.42","1.84","1.14","0.09","1.18","1.32","0.4","0.2","0.4","0.54","0.44","0.25","-0.23","-0.55","-1.37","-1.65","-1.23","-2.55","-1.24","-1.39","-2.19","-1.35","-0.59","-0.37","-1.26","-1.77"
"length_rss24_3","-89.3","-6.25","-4.26","-3.38","-1.92","-1.55","-0.35","1.11","1.63","1.34","2.54","-0.06","0.51","0.7","1.35","0.96","-0.32","-1.2","0.6","0.77","1.62","0.81","-0.46","0.16","0.44","1.64"
"length_rss24_4","-88.4","-0.21","-0.11","1.6","2.22","1.62","1.31","2.73","3.47","2.44","0.98","-0.09","-1.07","-1.29","-0.44","-0.14","-1.72","-3.38","-3.56","-2.98","-2.31","-2.5","-1.01","0.6","0.07","-1.32"
"length_rss24_5","-86.5","0.16","0.28","-0.51","-0.15","0.07","-0.32","-0.98","-1.45","-1.42","-1.55","-1.88","-2.57","-2.16","-1.47","-1.7","-1.15","-0.32","-0.61","-0.0","1.15","1.58","2.37","1.96","0.85","0.57"
"length_rss24_6","-87.23","-2.46","-1.97","-1.1","-0.45","-0.26","0.13","1.57","2.67","0.76","0.77","0.62","0.68","0.65","-0.04","0.27","0.25","-0.33","-0.05","-0.31","-0.07","0.09","-0.16","-1.01","-1.32","-1.35"
"length_rss24_7","-77.07","5.4","4.99","4.49","3.88","4.13","3.89","3.56","3.26","2.76","1.55","0.71","0.52","0.27","0.54","-0.08","-0.02","0.45","-0.32","-1.99","-2.49","-3.32","-4.28","-6.55","-9.97","-12.75"
"length_rss24_8","-71.78","-6.89","-5.35","-1.51","-3.38","-6.78","-8.05","-7.79","-6.34","-3.45","-1.28","1.39","1.44","1.78","2.77","4.78","5.59","5.51","5.18","5.21","5.64","4.64","3.2","2.49","1.48","-1.76"
"length_rss24_9","-76.75","-3.35","-4.44","-1.46","-0.18","-0.53","-1.7","-0.33","1.1","0.04","-2.04","-2.18","-2.48","-1.5","-0.43","0.57","1.21","0.0","-0.34","0.6","0.99","1.42","2.41","3.04","3.89","4.09"
"length_rss24_10","-58.33","1.11","-0.09","0.09","-0.81","-0.13","0.7","-0.68","-0.66","-0.5","0.53","1.12","0.52","0.29","0.99","0.37","-1.14","-1.16","-1.92","-1.9","-1.5","-1.25","0.26","0.8","1.4","1.2"
"length_rss24_11","-57.34","4.3","3.93","4.34","4.48","3.25","3.26","2.45","2.22","4.02","4.11","3.63","3.49","3.02","2.18","1.57","0.63","-0.27","-1.72","-2.57","-2.65","-5.39","-8.47","-10.44","-11.13","-11.07"
"length_rss24_12","-50.84","-4.18","-3.13","-3.34","-3.38","-3.23","-2.41","-0.04","-0.18","0.82","2.85","1.83","-0.51","-1.07","1.23","4.9","5.96","4.99","2.15","1.42","1.6","0.04","-1.94","-2.86","-2.89","-1.35"
"length_rss24_13","-56.21","-0.17","-2.46","-3.55","-4.83","-6.81","-7.05","-6.46","-4.49","-1.96","1.15","2.33","2.35","0.05","-2.36","-1.32","1.15","1.86","1.64","2.68","5.27","4.91","3.14","2.54","4.31","5.26"
"length_rss24_14","-60.29","0.78","1.83","3.46","4.17","4.16","1.91","2.38","3.09","1.45","-0.54","-0.23","0.17","0.99","1.4","1.4","1.46","1.23","0.39","0.13","-1.89","-4.83","-7.06","-7.98","-6.5","-4.2"
"length_rss24_15","-67.19","4.96","3.78","3.89","4.3","2.08","1.72","1.58","0.43","0.15","-0.75","-1.51","-1.84","-2.45","-2.47","-2.51","-2.1","-1.89","-1.55","-1.46","-1.75","-1.97","-2.27","-1.68","-0.11","0.71"
"length_rss24_16","-73.72","-4.89","-5.24","-4.0","-2.64","-1.11","-0.68","-2.68","-3.7","-4.74","-5.2","-4.2","-2.35","-1.04","0.87","2.02","2.78","5.71","7.18","8.31","6.72","2.58","2.17","2.66","0.57","-0.09"
"length_rss24_17","-70.48","4.69","1.97","0.92","0.13","0.86","0.48","-1.21","-1.41","-1.77","-1.93","-1.79","-0.27","2.5","1.5","-1.6","-1.48","2.85","3.26","1.02","-2.3","-2.43","-0.84","-0.45","-2.26","-3.58"
"length_rss24_18","-74.81","-2.08","-2.5","-2.25","-1.73","-1.93","-2.27","-1.38","-0.75","-0.74","-0.12","-0.42","-0.59","0.18","0.52","0.75","0.55","0.99","0.75","0.78","0.7","0.57","0.62","1.29","1.54","1.6"
"length_rss24_19","-36.63","6.25","5.67","4.78","4.14","3.63","3.11","3.16","2.91","1.87","1.42","0.26","-0.15","-0.37","-0.54","-1.59","-2.18","-2.77","-3.42","-3.77","-3.88","-4.42","-4.77","-4.38","-4.02","-3.5"
"length_rss24_20","-81.29","-11.69","-9.68","-6.69","-3.54","-3.22","-3.48","-3.46","-2.14","-0.46","-2.3","-3.82","-2.66","-0.25","0.83","1.24","0.81","1.8","3.19","3.91","4.97","5.98","7.02","6.19","5.06","5.27"
"length_rss25_1","-51.45","-5.41","-5.01","-0.99","-2.46","-2.38","-1.32","-1.57","-3.07","-4.04","-3.19","-0.36","1.71","2.28","2.44","2.01","-0.09","-0.57","-1.14","0.23","1.93","2.66","2.91","4.56","4.38","4.29"
"length_rss25_2","-56.73","-2.13","-1.02","1.11","1.52","2.01","2.39","1.78","0.55","-0.61","-1.25","-2.39","-3.51","-2.56","-1.43","-1.14","-0.64","1.46","0.77","1.32","2.21","1.3","1.07","0.54","-0.51","-0.07"
"length_rss25_3","-62.31","-11.66","-10.38","-7.74","-2.56","0.96","1.46","1.77","0.25","0.08","1.13","0.94","1.4","1.97","1.8","2.27","2.35","2.7","2.66","2.78","2.92","1.71","0.98","0.57","-0.08","-0.58"
"length_rss25_4","-58.84","5.85","4.28","2.52","0.53","-0.4","0.83","3.15","3.97","4.26","3.39","1.77","3.46","4.3","0.82","-1.57","-0.33","1.01","-0.26","-2.28","-4.99","-6.52","-6.99","-6.91","-6.27","-6.12"
"length_rss25_5","-52.28","7.22","4.7","2.37","0.9","0.0","-0.33","-0.73","-1.37","-1.68","-2.18","-2.67","-2.86","-3.17","-2.93","-2.33","-1.18","2.65","3.8","0.09","-2.67","-3.79","-2.15","0.21","2.61","1.85"
"length_rss25_6","-57.36","-11.7","-8.59","-4.09","-0.72","0.01","0.6","0.07","1.51","3.28","3.07","4.75","5.87","4.17","4.39","5.45","2.69","1.36","-0.99","-2.84","-1.73","-0.15","-0.9","-2.5","-1.54","-3.29"
"length_rss25_7","-36.39","3.36","3.2","2.74","1.76","1.32","1.06","2.04","2.56","2.87","2.82","2.44","0.59","-0.44","-1.31","-2.38","-3.37","-4.6","-5.63","-5.78","-5.44","-4.11","-2.84","0.32","3.05","3.91"
"length_rss25_8","-37.91","9.24","8.6","7.44","5.31","2.68","1.52","-0.12","-3.73","-7.4","-9.97","-10.84","-8.28","-4.5","-4.93","-6.99","-4.95","-2.33","-0.53","3.19","5.73","3.27","2.84","3.51","4.44","4.75"
"length_rss25_9","-37.99","9.85","6.86","6.61","5.81","3.98","3.86","2.54","-0.33","-2.72","-4.39","-2.45","-1.63","-6.72","-8.74","-8.02","-6.66","-5.32","-4.01","-1.93","-0.57","-0.22","2.23","3.0","2.46","2.42"
"length_rss25_10","-60.54","-6.05","-4.77","-3.8","-4.57","-4.21","-3.63","-4.25","-2.3","-1.02","-0.6","0.88","2.03","1.88","2.15","3.15","1.75","1.17","1.96","3.7","3.91","2.04","2.58","2.72","2.33","2.88"
"length_rss25_11","-62.03","0.43","1.18","1.79","1.59","2.09","2.09","-0.03","-2.42","-3.02","-2.09","1.37","2.96","0.88","-0.38","0.04","1.0","1.56","2.2","3.06","1.37","-0.44","-2.21","-4.47","-5.69","-3.42"
"length_rss25_12","-58.92","3.48","3.54","1.56","-0.05","-0.51","-1.05","-2.57","-3.44","-4.63","-5.44","-4.75","-2.62","-1.15","0.59","2.73","2.81","2.35","1.87","1.3","1.32","1.06","0.24","0.58","1.22","0.98"
"length_rss25_13","-56.64","-0.33","-0.78","0.18","0.06","-0.65","-0.33","0.15","0.01","-1.05","-2.26","-2.49","-2.14","-2.01","-2.31","-1.97","-1.55","-1.55","-1.25","0.97","2.94","4.32","4.09","3.0","1.3","1.07"
"length_rss25_14","-62.26","-1.17","0.51","1.24","1.82","2.45","2.94","2.75","2.6","2.47","1.87","1.34","-0.6","-1.05","1.03","2.03","0.16","-2.06","-3.4","-2.41","0.45","0.31","-1.61","-4.14","-5.05","-4.18"
"length_rss25_15","-50.35","-4.27","-4.22","-2.18","-1.82","-3.5","-4.58","-5.2","-3.97","-3.18","-2.05","-1.1","-1.23","-0.87","-0.06","-1.17","-0.07","0.48","0.65","1.14","4.17","6.6","8.0","5.61","4.01","4.18"
"length_rss25_16","-59.87","-4.4","-5.0","-2.16","-2.02","-2.42","-1.15","-0.17","-0.56","-1.6","-1.66","-2.51","-2.79","-1.7","0.26","1.1","1.81","2.86","1.84","2.31","3.02","3.0","2.84","2.98","3.03","2.56"
"length_rss25_17","-56.98","3.82","3.65","4.4","5.48","5.4","5.31","4.68","2.51","2.71","3.4","1.54","0.71","0.59","0.2","-1.23","-2.44","-2.69","-2.25","-3.09","-5.95","-5.8","-3.31","-3.94","-6.69","-7.82"
"length_rss25_18","-65.65","1.4","1.91","1.4","1.33","1.26","2.11","2.49","1.53","1.77","1.39","1.48","1.68","1.01","0.41","0.67","0.39","-0.23","-1.8","-1.98","-3.09","-3.66","-3.41","-4.35","-4.83","-4.76"
"length_rss25_19","-63.89","-2.33","-0.45","-0.41","-1.99","-3.05","-3.01","-1.29","-0.15","-0.48","-1.98","-3.71","-4.04","-3.49","-3.42","-1.88","1.12","2.19","3.44","4.15","4.35","4.39","4.56","3.16","1.28","0.74"
"length_rss25_20","-64.99","-5.9","-7.04","-7.87","-6.12","-3.95","-1.49","0.52","0.35","-0.88","-1.46","-0.8","1.1","2.27","2.5","1.84","1.99","2.23","2.43","2.2","2.77","2.55","1.6","2.23","3.43","3.78"
"length_rss26_1","-70.14","-1.64","-2.3","-3.35","-1.91","-1.29","-2.44","-3.95","-4.24","-3.61","-3.36","-1.91","0.85","1.88","2.45","2.35","2.02","0.57","0.6","0.1","0.37","1.93","3.14","3.51","4.04","3.75"
"length_rss26_2","-75.81","-2.09","-0.34","-0.11","0.16","0.69","1.14","0.99","0.49","1.39","2.48","1.51","-0.49","-1.82","-1.72","-1.22","-0.1","1.07","-1.13","0.31","-0.13","-0.28","-1.34","-1.28","-0.84","0.37"
"length_rss26_3","-79.14","-4.05","-3.95","-3.37","-1.68","0.03","0.53","-2.2","-3.04","-1.31","-0.47","-1.19","0.52","1.73","1.08","1.69","2.21","2.19","2.32","3.02","1.85","1.65","1.56","0.37","-0.49","-0.77"
"length_rss26_4","-78.04","1.45","2.55","2.5","2.14","3.06","3.15","2.32","3.05","2.45","1.98","2.15","1.83","0.89","-0.35","-1.6","-1.66","-2.97","-4.66","-5.87","-4.54","-2.29","-1.04","-1.67","-2.34","-1.83"
"length_rss26_5","-73.02","3.25","2.57","2.21","2.78","2.52","1.06","0.96","0.57","-0.28","-0.88","-0.68","-0.15","-0.15","-0.62","-0.72","-1.19","-1.49","0.27","-0.14","-0.32","-0.28","-2.48","-1.78","-1.23","-4.35"
"length_rss26_6","-78.71","-5.87","-5.0","-2.89","0.17","2.03","1.6","0.23","0.13","1.26","3.03","3.99","3.49","2.38","1.08","1.21","1.86","-0.99","-3.42","-1.57","0.6","0.78","-0.29","-1.44","-1.65","-1.13"
"length_rss26_7","-63.49","6.62","5.87","4.02","2.06","0.57","0.14","0.08","-1.02","-2.76","-3.82","-4.62","-4.16","-4.57","-4.4","-2.6","-0.35","0.53","-0.7","-0.1","1.97","1.48","-0.16","0.62","0.6","-1.16"
"length_rss26_8","-61.22","2.7","1.68","1.99","-1.79","-1.48","-1.18","-0.72","1.5","0.63","-0.76","0.35","0.06","-0.69","-1.62","-2.88","-2.83","-2.0","-0.83","0.14","1.15","1.91","1.02","-0.1","-0.17","-0.21"
"length_rss26_9","-62.01","-0.58","-0.29","0.57","1.57","1.19","1.17","-0.93","-1.69","-1.99","-3.35","-3.39","-1.73","0.67","1.1","1.62","0.49","0.77","0.06","-0.34","-1.53","0.15","0.42","0.82","1.18","2.59"
"length_rss26_10","-71.51","-5.58","-4.65","-4.54","-2.36","-2.92","-3.62","-2.39","-3.22","-2.02","-0.84","-0.88","0.34","1.23","1.17","1.18","1.19","2.82","2.89","2.1","1.75","2.5","2.61","2.84","3.61","3.41"
"length_rss26_11","-72.86","1.32","1.2","2.44","4.14","3.95","1.8","0.47","-1.82","-4.23","-4.57","-3.78","-1.98","-0.15","-0.89","-2.51","-2.82","-1.43","0.22","0.45","1.17","1.3","1.04","0.16","0.34","0.35"
"length_rss26_12","-70.52","2.8","1.84","2.36","2.63","1.72","1.37","1.02","0.17","-0.75","-0.92","-1.87","-2.47","-2.06","-1.75","-2.21","-2.06","-1.74","-1.57","-1.26","-1.06","-0.15","0.31","0.24","0.55","1.76"
